Accuracy,TNR,TNR_race_0,TNR_race_0-race_1,TNR_race_0/race_1,TNR_race_1,TPR,TPR_race_0,TPR_race_0-race_1,TPR_race_0/race_1,TPR_race_1,dataset,model,prob_pos,prob_pos_race_0,prob_pos_race_0-race_1,prob_pos_race_0/race_1,prob_pos_race_1,repeat,transform
0.6788321167883211,0.7336309523809523,0.6634615384615384,0.1841947115384616,0.7827011697979439,0.84765625,0.6131907308377896,0.6675062972292192,0.18579898015604845,0.7216520938794293,0.4817073170731707,Compas Race,GPyT_in_True,0.42416869424168696,0.4981549815498155,0.2172026005974345,0.5639858906525573,0.2809523809523809,1-4820,no_transform
0.6682887266828873,0.6726190476190477,0.6129807692307693,0.15655048076923073,0.7965638422491215,0.76953125,0.6631016042780749,0.7078085642317379,0.15293051545125014,0.7839380262130025,0.5548780487804879,Compas Race,GPyT_in_False,0.4801297648012977,0.5436654366543665,0.18652257951150936,0.6569166127989658,0.35714285714285715,1-4820,no_transform
0.6666666666666666,0.6770833333333334,0.6490384615384616,0.07361778846153844,0.8981288981288982,0.72265625,0.6541889483065954,0.6876574307304786,0.11448669902316155,0.8335120164388456,0.573170731707317,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,0.4736415247364152,0.5153751537515375,0.12251801089439468,0.7622741220593249,0.3928571428571429,1-4820,no_transform
0.6682887266828873,0.6830357142857143,0.6322115384615384,0.13341346153846154,0.82574568288854,0.765625,0.6506238859180036,0.7052896725440806,0.1869969896172513,0.7348649825783973,0.5182926829268293,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,0.4687753446877535,0.5325953259532595,0.1873572307151643,0.6482184097657538,0.34523809523809523,1-4820,no_transform
0.6690997566909975,0.6800595238095238,0.6586538461538461,0.056189903846153855,0.921395544346364,0.71484375,0.6559714795008913,0.6801007556675063,0.0825397800577502,0.8786359530261969,0.5975609756097561,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,0.472830494728305,0.5067650676506765,0.0996222105078194,0.8034153952843273,0.4071428571428571,1-4820,no_transform
0.6715328467153284,0.6770833333333334,0.625,0.13671875,0.8205128205128205,0.76171875,0.6648841354723708,0.7178841309823678,0.18129876512870924,0.7474540008557979,0.5365853658536586,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,0.478507704785077,0.5424354243542435,0.18767351959233874,0.6540168448331715,0.3547619047619048,1-4820,no_transform
0.656934306569343,0.5863095238095238,0.5600961538461539,0.06881009615384615,0.8905876731963689,0.62890625,0.7415329768270945,0.760705289672544,0.06558333845303188,0.91378614117267,0.6951219512195121,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,0.5628548256285483,0.5965559655596556,0.09893691794060801,0.8341531664212076,0.4976190476190476,1-4820,no_transform
0.6609894566098946,0.6175595238095238,0.5697115384615384,0.12560096153846154,0.8193604148660328,0.6953125,0.7130124777183601,0.7632241813602015,0.17176076672605525,0.7749537148836835,0.5914634146341463,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,0.5328467153284672,0.5928659286592866,0.17619926199261987,0.7028008298755187,0.4166666666666667,1-4820,no_transform
0.6553122465531225,0.5758928571428571,0.5528846153846154,0.060396634615384574,0.9015188633023028,0.61328125,0.7504456327985741,0.7632241813602015,0.04371198623825034,0.9427271995492232,0.7195121951219512,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,0.5725871857258719,0.6014760147601476,0.08480934809348084,0.8589979550102251,0.5166666666666667,1-4820,no_transform
0.6561232765612328,0.5669642857142857,0.5120192307692307,0.14423076923076927,0.7802197802197801,0.65625,0.7629233511586453,0.8060453400503779,0.14750875468452418,0.8169969512195122,0.6585365853658537,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,0.5831305758313058,0.6432964329643296,0.17662976629766292,0.7254302103250478,0.4666666666666667,1-4820,no_transform
0.6642335766423357,0.7157738095238095,0.6634615384615384,0.13731971153846154,0.8285178236397748,0.80078125,0.6024955436720143,0.6423173803526449,0.1362198193770351,0.7879244380679101,0.5060975609756098,Compas Race,"Logistic Regression, C=1.0",0.4290348742903488,0.4858548585485855,0.1668072395009665,0.6566726943942133,0.31904761904761897,1-4820,no_transform
0.681265206812652,0.7589285714285714,0.7067307692307693,0.13701923076923073,0.8376068376068376,0.84375,0.5882352941176471,0.6448362720403022,0.1936167598451803,0.6997427591463415,0.451219512195122,Compas Race,SVM,0.3990267639902677,0.4649446494464944,0.19351607801792306,0.5837868480725623,0.2714285714285714,1-4820,no_transform
0.6561232765612328,0.6830357142857143,0.6490384615384616,0.08924278846153844,0.8791208791208791,0.73828125,0.6238859180035651,0.6397984886649875,0.0544326350064509,0.9149222200883425,0.5853658536585366,Compas Race,"ZafarEqOpp, τ=5.0, μ=1.2",0.456609894566099,0.4920049200492005,0.1039096819539624,0.7888035714285715,0.3880952380952381,1-4820,no_transform
0.6845093268450932,0.7797619047619048,0.7259615384615384,0.14122596153846154,0.8371448371448371,0.8671875,0.5704099821746881,0.6473551637279596,0.263208822264545,0.5934089399259752,0.3841463414634145,Compas Race,GPyT_in_True,0.3795620437956204,0.4563345633456334,0.2253821823932525,0.5061031959953793,0.2309523809523809,2-7230,no_transform
0.6934306569343066,0.7574404761904762,0.7019230769230769,0.14573317307692313,0.8280751506557957,0.84765625,0.6167557932263814,0.6775818639798489,0.20806966885789768,0.6929232024662254,0.4695121951219512,Compas Race,GPyT_in_False,0.4128142741281428,0.4833948339483395,0.20720435775786328,0.5713558705925118,0.2761904761904762,2-7230,no_transform
0.6869424168694241,0.7380952380952381,0.7091346153846154,0.07602163461538458,0.9031764255644852,0.78515625,0.6256684491978609,0.6523929471032746,0.09141733734717694,0.8598738110933234,0.5609756097560976,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,0.42741281427412814,0.4674046740467405,0.11740467404674047,0.7488157894736842,0.35,2-7230,no_transform
0.6966747769667477,0.7574404761904762,0.7115384615384616,0.12049278846153845,0.8551823763091368,0.83203125,0.6238859180035651,0.6775818639798489,0.18367942495545864,0.7289192129839513,0.4939024390243902,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,0.4160583941605839,0.4784747847478475,0.18323668950975225,0.617040029379361,0.29523809523809524,2-7230,no_transform
0.6901865369018654,0.6800595238095238,0.6466346153846154,0.08774038461538458,0.8805237315875615,0.734375,0.7023172905525846,0.72544080604534,0.07909934263070584,0.890963753387534,0.6463414634146342,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,0.4939172749391728,0.5350553505535055,0.1207696362677912,0.7742857142857144,0.4142857142857143,2-7230,no_transform
0.6982968369829684,0.7380952380952381,0.6875,0.1328125,0.8380952380952381,0.8203125,0.6506238859180036,0.7052896725440806,0.1869969896172513,0.7348649825783973,0.5182926829268293,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,0.4387672343876723,0.5043050430504306,0.19240028114566865,0.6184843205574913,0.3119047619047619,2-7230,no_transform
0.6926196269261963,0.6681547619047619,0.6370192307692307,0.08173076923076927,0.8862876254180602,0.71875,0.7219251336898396,0.7455919395465995,0.08095779320513607,0.8914180949241926,0.6646341463414634,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,0.5093268450932684,0.5498154981549815,0.11886311720260055,0.78381271971876,0.430952380952381,2-7230,no_transform
0.6942416869424168,0.7127976190476191,0.6586538461538461,0.14212740384615385,0.8225140712945591,0.80078125,0.6720142602495544,0.7178841309823678,0.1569085212262702,0.7814291827128798,0.5609756097560976,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,0.46228710462287104,0.5252152521525215,0.18473906167633106,0.6482602877216461,0.3404761904761905,2-7230,no_transform
0.6723438767234388,0.5952380952380952,0.5721153846153846,0.06069711538461544,0.9040835707502374,0.6328125,0.7647058823529411,0.7858942065491183,0.07247957240277693,0.9077743902439024,0.7134146341463414,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,0.5685320356853204,0.6027060270602707,0.10032507467931827,0.833542274052478,0.5023809523809524,2-7230,no_transform
0.6763990267639902,0.6071428571428571,0.5408653846153846,0.17397836538461542,0.7566204287515762,0.71484375,0.7593582887700535,0.7984886649874056,0.1338545186459421,0.8323651611910441,0.6646341463414634,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,0.559610705596107,0.6248462484624846,0.19151291512915125,0.6935039370078739,0.43333333333333335,2-7230,no_transform
0.6796431467964315,0.78125,0.7355769230769231,0.11989182692307687,0.8598524762908325,0.85546875,0.5579322638146168,0.6120906801007556,0.1852614118080727,0.6973301214493627,0.4268292682926829,Compas Race,"Logistic Regression, C=1.0",0.3730738037307381,0.4341943419434193,0.1794324371815147,0.5867462565762849,0.25476190476190474,2-7230,no_transform
0.6869424168694241,0.7872023809523809,0.7379807692307693,0.12920673076923073,0.851004851004851,0.8671875,0.5668449197860963,0.6397984886649875,0.24955458622596305,0.6099481467255617,0.3902439024390244,Compas Race,SVM,0.3738848337388483,0.4464944649446495,0.2131611316113161,0.5225895316804408,0.2333333333333333,2-7230,no_transform
0.6585563665855637,0.71875,0.6802884615384616,0.10096153846153844,0.8707692307692309,0.78125,0.5864527629233511,0.6120906801007556,0.08770043619831658,0.8567198634949313,0.5243902439024389,Compas Race,"ZafarEqOpp, τ=5.0, μ=1.2",0.42011354420113545,0.4624846248462485,0.12438938675101036,0.7310410334346504,0.3380952380952381,2-7230,no_transform
0.6901865369018654,0.7604166666666666,0.6995192307692307,0.15985576923076927,0.8139860139860139,0.859375,0.6060606060606061,0.6826196473551638,0.2618879400380906,0.6163486634866348,0.4207317073170732,Compas Race,GPyT_in_True,0.4063260340632603,0.4870848708487085,0.2370848708487085,0.5132575757575758,0.25,3-9640,no_transform
0.6950527169505272,0.7455357142857143,0.7067307692307693,0.10186298076923073,0.8740245261984393,0.80859375,0.6345811051693404,0.7002518891687658,0.22464213307120484,0.6791981049306896,0.475609756097561,Compas Race,GPyT_in_False,0.42741281427412814,0.4920049200492005,0.18962396766824813,0.6145892857142857,0.3023809523809524,3-9640,no_transform
0.689375506893755,0.7068452380952381,0.6947115384615384,0.031850961538461564,0.95616211745244,0.7265625,0.6684491978609626,0.7128463476070529,0.15187073785095528,0.7869516504352323,0.5609756097560976,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,0.4639091646390917,0.5043050430504306,0.11859075733614485,0.7648432055749128,0.3857142857142857,3-9640,no_transform
0.7072181670721817,0.7261904761904762,0.6850961538461539,0.10787259615384616,0.8639636225843123,0.79296875,0.6844919786096256,0.7556675062972292,0.2434723843460097,0.6778048780487805,0.5121951219512195,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,0.4606650446066504,0.5301353013530136,0.20394482516253734,0.6152966523036129,0.3261904761904762,3-9640,no_transform
0.6958637469586375,0.7291666666666666,0.7355769230769231,0.016826923076923128,0.977124183006536,0.71875,0.6559714795008913,0.6826196473551638,0.09115623272101747,0.8664611646116459,0.5914634146341463,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,0.4460665044606649,0.4686346863468634,0.06625373396591105,0.8586239220097488,0.4023809523809524,3-9640,no_transform
0.7047850770478508,0.7351190476190477,0.6923076923076923,0.11237980769230772,0.8603435399551904,0.8046875,0.6684491978609626,0.7355163727959698,0.2294188118203601,0.6880846976277981,0.5060975609756098,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,0.4484995944849959,0.5166051660516605,0.19993849938499386,0.6129761904761905,0.31666666666666665,3-9640,no_transform
0.6796431467964315,0.6369047619047619,0.6394230769230769,0.006610576923076872,0.9896616541353384,0.6328125,0.7308377896613191,0.760705289672544,0.10216870430669034,0.8656921337425296,0.6585365853658537,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,0.5304136253041363,0.5559655596555966,0.07501317870321561,0.8650758533501897,0.480952380952381,3-9640,no_transform
0.6934306569343066,0.6607142857142857,0.6225961538461539,0.10006009615384616,0.8615384615384616,0.72265625,0.732620320855615,0.7909319899244333,0.19946857529028691,0.7478056548081404,0.5914634146341463,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,0.5182481751824818,0.5793357933579336,0.1793357933579336,0.6904458598726114,0.4,3-9640,no_transform
0.6828872668288727,0.6160714285714286,0.6225961538461539,0.017127403846153855,0.9724903474903476,0.60546875,0.7629233511586453,0.7934508816120907,0.10442649136818828,0.8683894696089818,0.6890243902439024,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,0.5563665855636658,0.5805658056580566,0.07104199613424711,0.8776331719128329,0.5095238095238095,3-9640,no_transform
0.6918085969180859,0.6413690476190477,0.6033653846153846,0.09975961538461542,0.8581196581196581,0.703125,0.7522281639928698,0.8085642317380353,0.1927105732014499,0.7616632474735963,0.6158536585365854,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,0.537712895377129,0.5977859778597786,0.17635740643120718,0.7049823633156966,0.4214285714285714,3-9640,no_transform
0.6836982968369829,0.7559523809523809,0.7235576923076923,0.08503605769230771,0.8948346339650687,0.80859375,0.5971479500891266,0.6599496221662469,0.21482767094673466,0.6744786818097188,0.4451219512195122,Compas Race,"Logistic Regression, C=1.0",0.4047039740470397,0.4637146371463714,0.17323844667018096,0.6264115195149679,0.2904761904761905,3-9640,no_transform
0.6885644768856448,0.7827380952380952,0.7451923076923077,0.09855769230769228,0.8831908831908832,0.84375,0.5757575757575758,0.6423173803526449,0.22768323401118146,0.6455284552845528,0.4146341463414634,Compas Race,SVM,0.3803730738037308,0.4440344403444034,0.1868915832015463,0.5791056588840522,0.2571428571428571,3-9640,no_transform
0.6642335766423357,0.7113095238095238,0.6850961538461539,0.06881009615384615,0.9087285771223595,0.75390625,0.6078431372549019,0.6498740554156172,0.1437764944400074,0.7787625259973531,0.5060975609756098,Compas Race,"ZafarEqOpp, τ=5.0, μ=1.2",0.43390105433901055,0.4784747847478475,0.1308557371287999,0.7265148733015057,0.3476190476190476,3-9640,no_transform
0.67558799675588,0.7872023809523809,0.7572115384615384,0.07872596153846156,0.905823148813803,0.8359375,0.5418894830659536,0.6196473551637279,0.2659888185783621,0.5707416220503668,0.35365853658536583,Compas Race,GPyT_in_True,0.36253041362530414,0.4268142681426814,0.18871903004744334,0.5578427336352408,0.23809523809523808,4-12050,no_transform
0.67558799675588,0.7886904761904762,0.7668269230769231,0.05739182692307687,0.9303682099890631,0.82421875,0.5401069518716578,0.6070528967254408,0.22900411623763595,0.6227608541645582,0.3780487804878049,Compas Race,GPyT_in_False,0.3609083536090835,0.4157441574415744,0.16098225267966965,0.6127852916314455,0.25476190476190474,4-12050,no_transform
0.67558799675588,0.7068452380952381,0.7043269230769231,0.006610576923076872,0.9907016060862216,0.7109375,0.6381461675579323,0.6826196473551638,0.15213184247711498,0.7771352713527135,0.5304878048780488,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,0.45012165450121655,0.48462484624846247,0.10129151291512911,0.7909898477157361,0.38333333333333336,4-12050,no_transform
0.6731549067315491,0.6800595238095238,0.6442307692307693,0.09405048076923073,0.8726088726088727,0.73828125,0.6648841354723708,0.7279596977329975,0.215764575781778,0.7036036796354123,0.5121951219512195,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,0.4768856447688564,0.5375153751537516,0.17799156562994206,0.6688623733246158,0.3595238095238095,4-12050,no_transform
0.67558799675588,0.7068452380952381,0.6995192307692307,0.019230769230769273,0.9732441471571905,0.71875,0.6381461675579323,0.6801007556675063,0.1435153898138477,0.7889792231255647,0.5365853658536586,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,0.45012165450121655,0.4858548585485855,0.10490247759620458,0.7840867992766726,0.38095238095238093,4-12050,no_transform
0.6763990267639902,0.7410714285714286,0.7115384615384616,0.07752403846153844,0.9017517136329017,0.7890625,0.5989304812834224,0.6624685138539043,0.21734656263439206,0.6719141240842067,0.4451219512195122,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,0.41362530413625304,0.4710947109471095,0.1687137585661571,0.6418687057068257,0.30238095238095236,4-12050,no_transform
0.6609894566098946,0.6175595238095238,0.6033653846153846,0.03725961538461542,0.9418386491557222,0.640625,0.7130124777183601,0.7455919395465995,0.11144559808318488,0.8505273566249176,0.6341463414634146,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,0.5328467153284672,0.5670356703567035,0.10036900369003687,0.8229934924078092,0.4666666666666667,4-12050,no_transform
0.6609894566098946,0.6339285714285714,0.5889423076923077,0.11808894230769229,0.832979175520612,0.70703125,0.6934046345811051,0.760705289672544,0.23021748479449522,0.6973631077370377,0.5304878048780488,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,0.5150040551500406,0.5817958179581796,0.19608153224389385,0.6629719118091212,0.38571428571428573,4-12050,no_transform
0.6642335766423357,0.6190476190476191,0.6009615384615384,0.047475961538461564,0.9267840593141797,0.6484375,0.7183600713012478,0.7556675062972292,0.12761872580942435,0.8311178861788617,0.6280487804878049,Compas Race,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,0.5344687753446877,0.5731857318573186,0.11366192233350908,0.8017014101778049,0.4595238095238095,4-12050,no_transform
0.6528791565287916,0.6145833333333334,0.5721153846153846,0.11147836538461542,0.8369230769230769,0.68359375,0.6987522281639929,0.7632241813602015,0.2205412545309332,0.7110400064396684,0.5426829268292683,Compas Race,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,0.5279805352798054,0.5916359163591636,0.1868740115972588,0.6841401841401842,0.40476190476190477,4-12050,no_transform
0.6650446066504461,0.7604166666666666,0.7355769230769231,0.06520432692307687,0.9185741088180113,0.80078125,0.5508021390374331,0.6095717884130982,0.2010352030472446,0.6702025801249748,0.40853658536585363,Compas Race,"Logistic Regression, C=1.0",0.38118410381184104,0.43296432964329645,0.1520119486909155,0.6489042207792207,0.28095238095238095,4-12050,no_transform
0.6820762368207623,0.8020833333333334,0.7764423076923077,0.06730769230769229,0.9202279202279202,0.84375,0.5383244206773619,0.6095717884130982,0.24371812987651287,0.6001814150372908,0.36585365853658536,Compas Race,SVM,0.35279805352798055,0.41205412054120544,0.17395888244596736,0.5778251599147121,0.23809523809523808,4-12050,no_transform
0.6334144363341444,0.6979166666666666,0.6706730769230769,0.07151442307692313,0.9036437246963562,0.7421875,0.5561497326203209,0.6020151133501259,0.15689316213061372,0.739386672109399,0.4451219512195122,Compas Race,"ZafarEqOpp, τ=5.0, μ=1.2",0.41768045417680455,0.46248462484624847,0.13153224389386753,0.7155965045592705,0.33095238095238094,4-12050,no_transform
