Accuracy,TNR,TNR_sex_0,TNR_sex_0-sex_1,TNR_sex_0/sex_1,TNR_sex_1,TPR,TPR_sex_0,TPR_sex_0-sex_1,TPR_sex_0/sex_1,TPR_sex_1,dataset,model,repeat,transform
0.6442463533225283,0.6071428571428571,0.5131578947368421,0.12145748987854245,0.8086124401913877,0.6346153846153846,0.6886120996441281,0.6987951807228916,0.011947581557964715,0.9829025988049817,0.6868475991649269,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,1-2410,no_transform
0.6442463533225283,0.6428571428571429,0.6381578947368421,0.006072874493927127,0.99057344854674,0.6442307692307693,0.6459074733096085,0.6024096385542169,0.05103503785496888,0.9218984564455908,0.6534446764091858,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,1-2410,no_transform
0.6369529983792545,0.5476190476190477,0.4605263157894737,0.11255060728744937,0.8036029671494171,0.5730769230769229,0.7437722419928826,0.7469879518072289,0.0037729204919887405,0.9949491548252408,0.7432150313152401,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,1-2410,no_transform
0.6450567260940032,0.59375,0.625,0.04038461538461535,0.9353846153846156,0.5846153846153846,0.7064056939501779,0.6385542168674698,0.07960862238096444,0.889149621742785,0.7181628392484343,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,1-2410,no_transform
0.5980551053484603,0.4107142857142857,0.3815789473684211,0.03765182186234817,0.9101883148237566,0.4192307692307693,0.8220640569395018,0.8072289156626506,0.017405739869708392,0.9788927863352144,0.824634655532359,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,1-2410,no_transform
0.5972447325769854,0.4017857142857143,0.3947368421052632,0.009109311740890693,0.9774436090225564,0.40384615384615385,0.8309608540925267,0.8192771084337349,0.013708277787559451,0.983543195337742,0.8329853862212944,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,1-2410,no_transform
0.6750405186385737,0.7380952380952381,0.7894736842105263,0.06639676113360328,0.915897435897436,0.7230769230769231,0.599644128113879,0.5301204819277109,0.0815705410367985,0.8666474772811383,0.6116910229645094,Compas Sex,"Logistic Regression, C=1.0",1-2410,no_transform
0.6904376012965965,0.7723214285714286,0.8026315789473685,0.03917004048583006,0.9511979823455232,0.7634615384615384,0.5925266903914591,0.4939759036144578,0.11562743667781775,0.8103234857237167,0.6096033402922756,Compas Sex,SVM,1-2410,no_transform
0.6596434359805511,0.7068452380952381,0.7302631578947368,0.03026315789473688,0.9585585585585584,0.7,0.603202846975089,0.5542168674698795,0.05747415549462985,0.9060405444302808,0.6116910229645094,Compas Sex,"ZafarEqOpp, τ=5.0, μ=1.2",1-2410,no_transform
0.6596434359805511,0.7723214285714286,0.8947368421052632,0.15819838056680158,0.8231900452488689,0.7365384615384616,0.5249110320284698,0.2289156626506024,0.347284754885932,0.3972847913392701,0.5762004175365344,Compas Sex,GPyT_in_True,2-4820,no_transform
0.6636952998379254,0.7916666666666666,0.8355263157894737,0.05668016194331984,0.9321623258631132,0.7788461538461539,0.5106761565836299,0.3614457831325301,0.17508866363156178,0.673667432375416,0.5365344467640919,Compas Sex,GPyT_in_False,2-4820,no_transform
0.6418152350081038,0.6711309523809523,0.6907894736842105,0.02540485829959516,0.9632234432234432,0.6653846153846154,0.6067615658362989,0.5542168674698795,0.06164952083909748,0.8998978966714316,0.615866388308977,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,2-4820,no_transform
0.6499189627228525,0.7142857142857143,0.7697368421052632,0.07165991902834012,0.9069033530571992,0.698076923076923,0.5729537366548043,0.4457831325301205,0.14920642905651835,0.7492284929190446,0.5949895615866388,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,2-4820,no_transform
0.646677471636953,0.6458333333333334,0.6907894736842105,0.05809716599190285,0.9158974358974359,0.6326923076923077,0.6476868327402135,0.6144578313253012,0.038986845083884614,0.9403364255745024,0.6534446764091858,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,2-4820,no_transform
0.6531604538087521,0.7083333333333334,0.75,0.05384615384615389,0.9282051282051279,0.6961538461538461,0.5871886120996441,0.5060240963855421,0.09522851321779813,0.8416164658634538,0.6012526096033403,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,2-4820,no_transform
0.6393841166936791,0.6071428571428571,0.6513157894736842,0.05708502024291495,0.9123543123543124,0.5942307692307692,0.6779359430604982,0.6626506024096386,0.01793394873858689,0.9736491980190699,0.6805845511482255,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,2-4820,no_transform
0.6515397082658023,0.6324404761904762,0.6907894736842105,0.07540485829959509,0.8908424908424909,0.6153846153846154,0.6743772241992882,0.6506024096385542,0.027894458837437464,0.9588878591288228,0.6784968684759917,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,2-4820,no_transform
0.6231766612641815,0.4702380952380952,0.4868421052631579,0.02145748987854252,0.9559251559251559,0.4653846153846154,0.806049822064057,0.7951807228915663,0.012752471262922229,0.9842159335014476,0.8079331941544885,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,2-4820,no_transform
0.6296596434359806,0.5133928571428571,0.5526315789473685,0.05070850202429157,0.9082417582417579,0.5019230769230769,0.7686832740213523,0.7710843373493976,0.0028171139673517365,0.9963465553235908,0.7682672233820459,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,2-4820,no_transform
0.6782820097244733,0.78125,0.8618421052631579,0.1041497975708502,0.8791544333529067,0.7576923076923077,0.5551601423487544,0.40963855421686746,0.17073722866413465,0.7058160700355378,0.5803757828810021,Compas Sex,"Logistic Regression, C=1.0",2-4820,no_transform
0.6782820097244733,0.7916666666666666,0.8684210526315791,0.09919028340080972,0.8857808857808858,0.7692307692307693,0.5427046263345195,0.4457831325301205,0.11371582362854338,0.7967541809027153,0.5594989561586639,Compas Sex,SVM,2-4820,no_transform
0.6717990275526742,0.7663690476190477,0.8355263157894737,0.0893724696356275,0.8930345245305875,0.7461538461538462,0.5587188612099644,0.43373493975903615,0.14664084312196596,0.7473346623905694,0.5803757828810021,Compas Sex,"ZafarEqOpp, τ=5.0, μ=1.2",2-4820,no_transform
0.6515397082658023,0.7455357142857143,0.9473684210526316,0.26082995951417004,0.7246794871794873,0.6865384615384615,0.5391459074733096,0.21686746987951808,0.3781220917071208,0.3644895370957513,0.5949895615866388,Compas Sex,GPyT_in_True,3-7230,no_transform
0.6418152350081038,0.7752976190476191,0.8092105263157895,0.04382591093117416,0.9458411507191994,0.7653846153846153,0.4822064056939502,0.3493975903614458,0.1558216163191387,0.6915762222443493,0.5052192066805845,Compas Sex,GPyT_in_False,3-7230,no_transform
0.6434359805510534,0.6979166666666666,0.6644736842105263,0.043218623481781404,0.9389302059496568,0.7076923076923077,0.5782918149466192,0.5662650602409639,0.014110722640038209,0.9756869203432436,0.5803757828810021,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,3-7230,no_transform
0.6377633711507293,0.7113095238095238,0.7302631578947368,0.024493927125506017,0.9664587664587664,0.7057692307692308,0.5498220640569395,0.4698795180722892,0.0937948034308424,0.8336010709504685,0.5636743215031316,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,3-7230,no_transform
0.6393841166936791,0.6488095238095238,0.7039473684210527,0.07125506072874499,0.8987778576563623,0.6326923076923077,0.6281138790035588,0.5421686746987951,0.10083758834922152,0.8431779064309185,0.6430062630480167,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,3-7230,no_transform
0.6418152350081038,0.6622023809523809,0.7368421052631579,0.09645748987854252,0.8690934065934066,0.6403846153846153,0.6174377224199288,0.5301204819277109,0.10244736775913676,0.8380452503081633,0.6325678496868476,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,3-7230,no_transform
0.6353322528363047,0.5714285714285714,0.6907894736842105,0.154251012145749,0.7767032967032967,0.5365384615384615,0.7117437722419929,0.5783132530120482,0.15655104761425664,0.7869660460021906,0.7348643006263048,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,3-7230,no_transform
0.6353322528363047,0.59375,0.6513157894736842,0.07439271255060731,0.8857808857808858,0.5769230769230769,0.6850533807829181,0.6144578313253012,0.08282818120079483,0.8812134766611356,0.6972860125260961,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,3-7230,no_transform
0.5980551053484603,0.4226190476190476,0.5328947368421053,0.14251012145748992,0.7325735992402659,0.3903846153846154,0.8078291814946619,0.7108433734939759,0.11379128203838318,0.8620100655787708,0.824634655532359,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,3-7230,no_transform
0.6021069692058347,0.4523809523809524,0.5197368421052632,0.08704453441295545,0.8325219084712756,0.4326923076923077,0.7811387900355872,0.7349397590361446,0.05420429106823954,0.9313125517944796,0.7891440501043842,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,3-7230,no_transform
0.6580226904376013,0.7589285714285714,0.8223684210526315,0.08198380566801611,0.9003076923076924,0.7403846153846154,0.5373665480427047,0.3855421686746988,0.17813215282843275,0.6839803659080768,0.5636743215031316,Compas Sex,"Logistic Regression, C=1.0",3-7230,no_transform
0.6661264181523501,0.7857142857142857,0.8157894736842105,0.03886639676113357,0.9523573200992556,0.7769230769230769,0.5231316725978647,0.43373493975903615,0.10488718967728956,0.8052675819557299,0.5386221294363257,Compas Sex,SVM,3-7230,no_transform
0.6555915721231766,0.7336309523809523,0.8026315789473685,0.08917004048583001,0.8889029003783102,0.7134615384615385,0.5622775800711743,0.3975903614457832,0.1932238347963881,0.6729532972880923,0.5908141962421712,Compas Sex,"ZafarEqOpp, τ=5.0, μ=1.2",3-7230,no_transform
0.6377633711507293,0.7410714285714286,0.9144736842105263,0.22408906882591095,0.7549529607083564,0.6903846153846154,0.5142348754448398,0.24096385542168675,0.3206227834092109,0.4290769024051597,0.5615866388308977,Compas Sex,GPyT_in_True,4-9640,no_transform
0.6410048622366289,0.7589285714285714,0.7763157894736842,0.02246963562753035,0.9710560625814864,0.7538461538461538,0.5,0.40963855421686746,0.10601906582488618,0.7944002731574069,0.5156576200417536,Compas Sex,GPyT_in_False,4-9640,no_transform
0.6256077795786061,0.6547619047619048,0.6381578947368421,0.021457489878542457,0.9674696946447753,0.6596153846153846,0.5907473309608541,0.5542168674698795,0.042860376788993126,0.9282163619513017,0.5970772442588727,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.6_1tpr_0.6,4-9640,no_transform
0.6312803889789304,0.6755952380952381,0.6907894736842105,0.019635627530364408,0.9715750915750915,0.6711538461538461,0.5782918149466192,0.4939759036144578,0.09892597529994723,0.833149499406075,0.592901878914405,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.6_1tpr_0.6,4-9640,no_transform
0.6247974068071313,0.6264880952380952,0.6118421052631579,0.018927125506072895,0.9699935815147624,0.6307692307692307,0.6227758007117438,0.5662650602409639,0.06630278944588375,0.8951846991928109,0.6325678496868476,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.7_1tpr_0.7,4-9640,no_transform
0.626418152350081,0.6502976190476191,0.6513157894736842,0.001315789473684159,0.9979797979797981,0.65,0.597864768683274,0.5421686746987951,0.06534698292124663,0.8924357222705253,0.6075156576200418,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.7_1tpr_0.7,4-9640,no_transform
0.6239870340356564,0.5580357142857143,0.5394736842105263,0.02398785425101213,0.9574276989401832,0.5634615384615385,0.702846975088968,0.6506024096385542,0.061297381593178546,0.9138960534218987,0.7118997912317327,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.8_1tpr_0.8,4-9640,no_transform
0.6142625607779578,0.5535714285714286,0.5855263157894737,0.04129554655870449,0.9294727744165946,0.5442307692307692,0.6868327402135231,0.5662650602409639,0.14145936564630124,0.8001208373316274,0.7077244258872651,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.8_1tpr_0.8,4-9640,no_transform
0.5761750405186385,0.40476190476190477,0.42105263157894735,0.021052631578947323,0.9500000000000001,0.4,0.7811387900355872,0.7349397590361446,0.05420429106823954,0.9313125517944795,0.7891440501043842,Compas Sex,GPyT_eq_odds_in_True_0tnr_0.71_1tnr_0.71_0tpr_0.9_1tpr_0.9,4-9640,no_transform
0.6029173419773096,0.47172619047619047,0.48026315789473684,0.011032388663967607,0.9770284510010537,0.46923076923076923,0.7597864768683275,0.6987951807228916,0.0715597253313881,0.9071081072256507,0.7703549060542797,Compas Sex,GPyT_eq_odds_in_False_0tnr_0.74_1tnr_0.74_0tpr_0.9_1tpr_0.9,4-9640,no_transform
0.6693679092382496,0.7633928571428571,0.8092105263157895,0.05921052631578949,0.9268292682926829,0.75,0.5569395017793595,0.3493975903614458,0.24350428855295925,0.5893008654335652,0.592901878914405,Compas Sex,"Logistic Regression, C=1.0",4-9640,no_transform
0.673419773095624,0.7708333333333334,0.8552631578947368,0.10910931174089067,0.8724260355029586,0.7461538461538462,0.5569395017793595,0.42168674698795183,0.15868903589305028,0.7265753662130536,0.5803757828810021,Compas Sex,SVM,4-9640,no_transform
0.6588330632090762,0.7351190476190477,0.7960526315789473,0.07874493927125503,0.9010807374443739,0.7173076923076923,0.5676156583629893,0.39759036144578314,0.19948688281308952,0.6658943466172382,0.5970772442588727,Compas Sex,"ZafarEqOpp, τ=5.0, μ=1.2",4-9640,no_transform
