dataset,transform,model,split_id,Accuracy,Accuracy_sex_Male_0,Accuracy_sex_Male_0-sex_Male_1,Accuracy_sex_Male_0/sex_Male_1,Accuracy_sex_Male_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TPR,TPR-ratio,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TPR_sex_Male_1,prob_pos,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,prob_pos_sex_Male_1,seed,PR_t,t_s0,t_s1
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",7,0.8062304779279653,0.8505444028581151,0.06564615954293551,0.9228186567069956,0.7848982433151795,0.7774144018219398,0.866738251299205,0.6481983338351902,0.8345522031531366,0.8596104020727378,0.040610997665352366,0.9527565074044836,0.8189994044073854,0.7202766004907428,0.9103489973590959,0.7797752808988764,0.06990763576717672,0.9103489973590959,0.7098676451316996,0.3029549161069188,0.21299761823749566,0.13326174870079505,0.6151389350730705,0.3462593669382908,16870.0,0.4,0.2387008052625609,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",7,0.7952290129087541,0.8396563456958149,0.0658141606911059,0.9216177415576292,0.773842185004709,0.7922742274001147,0.8301025761397491,0.6556020455602045,0.7981331079342913,0.8427214278859995,0.0722628215727178,0.9142506418117408,0.7704586063132817,0.7864153468659381,0.9577758981506852,0.8157303370786517,0.034443480834384865,0.9577758981506852,0.7812868562442669,0.34673964120850265,0.2320517182715209,0.16989742386025092,0.5773161177576215,0.4019491421317719,16870.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",8,0.8471128064792548,0.9263354882613134,0.11735960684777592,0.8733076640860924,0.8089758814135375,0.7615161267340211,0.8158694423759336,0.6573747134981106,0.9312410422255706,0.9807120237980999,0.08017599044491353,0.9182471627762776,0.9005360333531864,0.5917912112424716,0.8260979858007517,0.50187265917603,0.10564929076500007,0.8260979858007517,0.60752194994103,0.19838571468059815,0.07408982647158897,0.18413055762406644,0.28692477834802954,0.2582203840956554,19280.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",8,0.8346463222489428,0.9114494726097312,0.11377533969134125,0.8751709852159208,0.7976741329183901,0.7472464279836313,0.8335652765340279,0.6324198107410594,0.92054683767594,0.9635351693695424,0.06966977330045354,0.9276935855428716,0.8938653960690888,0.5739460182913227,0.8615059663792352,0.5048689138576778,0.08116175053755215,0.8615059663792352,0.58603066439523,0.20200679990048925,0.0896563456958149,0.16643472346597207,0.3500955577610323,0.256091069161787,19280.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",8,0.7830942311413329,0.9013269819666552,0.1751486927893079,0.8056768561314549,0.7261782891773474,0.5834911057221359,0.9628039459900134,0.3001872826183894,0.9792730880893756,0.9875251895211592,0.01337390899703772,0.9864571464718559,0.9741512805241216,0.18770912335489628,0.7904041109280309,0.22846441947565546,0.04788520312131131,0.7904041109280309,0.18057921635434407,0.062111286176299865,0.037002381762504255,0.03719605400998663,0.4986949034338391,0.07419843577249087,19280.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",8,0.8400088453990104,0.9140013610071452,0.10961169637424728,0.8800749090204141,0.804389664632898,0.7363033360799941,0.9183972389517056,0.6217982226868792,0.9419352467752012,0.9477977161500816,0.00950111102798512,0.9899755919790794,0.9382966051220964,0.5306714253847871,0.7840245977026764,0.650187265917603,0.1404244563251512,0.7840245977026764,0.5097628095924518,0.17519418415015064,0.120108880571623,0.08160276104829428,0.5954484312707279,0.20171164161991728,19280.0,0.2,0.05402560394692076,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",8,0.8374934350554221,0.8997107859816263,0.09216809731203868,0.8975580833884536,0.8075426886695877,0.7577764366411994,0.907576776545613,0.6465460229663922,0.9158428576678548,0.9231359754342192,0.011819715755839287,0.9871961270382952,0.91131625967838,0.5997100156145438,0.8079977356838075,0.7168539325842697,0.137637578240147,0.8079977356838075,0.5792163543441227,0.2119302319153053,0.14954066008846548,0.092423223454387,0.6180288475241861,0.2419638835428525,19280.0,0.3,0.13317211879648078,-0.020794944241977597
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",8,0.8007297454183597,0.8473970738346376,0.06913246550574037,0.918417861424866,0.7782646083288972,0.7838160536942188,0.8450020647644845,0.6511155204955719,0.8173532762485759,0.8546204778812014,0.06039772624332174,0.9293280142396524,0.7942227516378797,0.7502788311398617,0.9394973106110244,0.7910112359550562,0.04785830711217842,0.9394973106110244,0.7431529288428778,0.3233269757027946,0.2186968356583872,0.15499793523551558,0.585228514531391,0.3736947708939028,19280.0,0.4,0.2387008052625609,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",8,0.7794455040495343,0.8320857434501531,0.07798066994783948,0.9062828914427724,0.7541050735023136,0.7950186693387347,0.7965053037327143,0.649874939663873,0.7641395024071148,0.8313021782938298,0.10884833672146532,0.8690628515555362,0.7224538415723645,0.8258978362703546,0.9827523755754272,0.8382022471910112,0.014456997551383409,0.9827523755754272,0.8237452496396278,0.382093595378279,0.2447260973120109,0.2034946962672856,0.5459945205971696,0.4482207935792965,19280.0,0.5,0.3864409663150731,0.18752303345481355
Adult Sex,no_transform,"Logistic Regression, C=1.0",9,0.847859137020759,0.9263354882613134,0.11625400101672878,0.8745011904543009,0.8100814872445846,0.7650409454168252,0.8196662502120042,0.6618749232092395,0.9292565506596597,0.9771615008156607,0.07763797490738189,0.9205474480497077,0.8995235259082788,0.6008253401739906,0.8635226799833541,0.5295880149812734,0.08369988961838593,0.8635226799833541,0.6132879045996593,0.20211736738811953,0.08038448451854373,0.1803337497879957,0.30831938062311237,0.26071823430653945,21690.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam",9,0.8455095779086159,0.9235284110241578,0.11557623871344169,0.8748536186501593,0.8079521723107161,0.7737242949167834,0.8084892590796866,0.6695050558807877,0.9160633567307339,0.9699644947701757,0.08735579911800173,0.9099391786101408,0.8826086956521739,0.6313852331028329,0.8716128963388599,0.5610486891385768,0.08264152184294593,0.8716128963388599,0.6436902109815227,0.21961467230560855,0.09033684926845865,0.19151074092031334,0.3205166636619248,0.281847590188772,21690.0,,,
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.1",9,0.789064875473367,0.9024328002722014,0.16794199317994474,0.813900832140312,0.7344908070922567,0.6047348722563379,0.9445234656070454,0.3598691384950927,0.9702326265113373,0.9840706266193263,0.022426791002887914,0.9772101814684452,0.9616438356164384,0.2392371180013384,0.8850995826568256,0.2651685393258427,0.030467975834819278,0.8850995826568256,0.23470056349102345,0.08168173148685628,0.044232732221844165,0.05547653439295458,0.4436170651292223,0.09970926661479874,21690.0,0.1,-0.0677951684246342,-1.0623848327259329
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.2",9,0.8391795892417835,0.9087274583191561,0.10302744603464686,0.8866244823005421,0.8057000122845093,0.7571025241863445,0.8943479052431726,0.6468803107550376,0.9198485906434898,0.9357067459936667,0.02570079006752013,0.972533285479066,0.9100059559261465,0.5943564577291992,0.8253541995800955,0.69812734082397,0.12192500823322172,0.8253541995800955,0.5762023325907483,0.20759045802581752,0.1362708404219122,0.10565209475682741,0.5632820233485981,0.2419229351787396,21690.0,0.2,0.054025603946920756,-0.2811924163629663
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.3",9,0.8351162340713714,0.8946920721333786,0.088254989294838,0.901357134992383,0.8064370828385407,0.7747048898597836,0.8777556148685279,0.663165622000113,0.8944911984124068,0.9148834085020632,0.03304898324893635,0.9638762896541676,0.8818344252531268,0.6549185813071604,0.8690322848714008,0.7370786516853932,0.09653350688130458,0.8690322848714008,0.6405451448040886,0.24167288608784587,0.15915277305205852,0.12224438513147204,0.5655805981816533,0.28139715818353056,21690.0,0.3,0.13317211879648078,-0.020794944241977593
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.4",9,0.7984907537938469,0.844760122490643,0.0685429323673884,0.9188610700925367,0.7762171901232546,0.7866276852173479,0.8366775193996533,0.6524268141508534,0.8101503068611958,0.851453795221188,0.0669392032021291,0.921382459532358,0.7845145920190589,0.7631050635734999,0.9564063011311685,0.7925093632958802,0.03454841453424995,0.9564063011311685,0.7579609487616302,0.33192359786604747,0.22167403878870365,0.16332248060034674,0.5757819295106288,0.3849965193890504,21690.0,0.4,0.23870080526256093,0.07293586121234462
Adult Sex,no_transform,"TuningLR, wd: 0.1, RAdam, PR_t: 0.5",9,0.7775658567598198,0.8308948621980266,0.0790010003578071,0.9049205814694533,0.7518938618402194,0.7967978704404135,0.7898594288220111,0.650419218906121,0.7586637756789534,0.8295748968429133,0.1149233185224845,0.8614672177764244,0.7146515783204288,0.8349319652018737,0.9912472126804325,0.8411985018726592,0.0073628315804301625,0.9912472126804325,0.833835670292229,0.3884512259170191,0.24659748213678123,0.21014057117798884,0.539910087077491,0.4567380533147701,21690.0,0.5,0.3864409663150731,0.18752303345481353
