dataset,transform,model,repeat,Accuracy,CV absolute,TNR,TNR_race_White_0,TNR_race_White_0-race_White_1,TNR_race_White_0/race_White_1,TNR_race_White_1,TPR,TPR_race_White_0,TPR_race_White_0-race_White_1,TPR_race_White_0/race_White_1,TPR_race_White_1,prob_pos,prob_pos_race_White_0,prob_pos_race_White_0-race_White_1,prob_pos_race_White_0/race_White_1,prob_pos_race_White_1
Adult Race,no_transform,GPyT_dem_par_in_False,7-16870,0.8597965501990269,0.9274641241742866,0.9395854769954431,0.9539473684210528,0.01702455956933635,0.9821535651411096,0.9369228088517164,0.6175814368585453,0.615,0.002834394904458581,0.9954123711340208,0.6178343949044586,0.19847412649270235,0.1360759493670886,0.07253587582571344,0.6522925977054524,0.20861182519280205
Adult Race,no_transform,GPyT_dem_par_in_False_tar_max,7-16870,0.8611233967271119,0.9072064853079952,0.924151109804498,0.9511278195488722,0.03197814190468329,0.9663787124638508,0.9191496776441888,0.6697902721999107,0.645,0.027219500244977882,0.9595080174927116,0.6722195002449779,0.2230207872622733,0.14319620253164558,0.0927935146920048,0.60679000854913,0.2359897172236504
Adult Race,no_transform,GPyT_in_False,8-19280,0.8564794338788146,0.9223406332367968,0.94076142878142,0.9558270676691728,0.01785878051113143,0.9813158874495144,0.9379682871580416,0.6006247211066488,0.565,0.0391156295933367,0.9352514193025141,0.6041156295933366,0.1933878814683768,0.12658227848101267,0.07765936676320326,0.6197672288120066,0.20424164524421592
Adult Race,no_transform,GPyT_dem_par_in_False,8-19280,0.8541574524546661,0.9422346327812308,0.9479641334705275,0.9530075187969924,0.0059784196507998155,0.9937267864808176,0.9470290991461928,0.569388665774208,0.575,0.00616119549240568,0.989284877404512,0.5688388045075943,0.1802299867315348,0.1305379746835443,0.05776536721876933,0.6932323843262626,0.18830334190231365
Adult Race,no_transform,GPyT_dem_par_in_False_tar_max,8-19280,0.8555948695267581,0.9317366828284144,0.9350286638247832,0.943609022556391,0.010171141392425144,0.9892210214725694,0.933437881163966,0.6144578313253012,0.6,0.01587457128858405,0.9742243436754175,0.6158745712885839,0.20112781954887216,0.14240506329113925,0.06826331717158568,0.6759679026266403,0.21066838046272493
Adult Race,no_transform,GPyT_in_False,9-21690,0.8510614772224679,0.9091015586866682,0.9295898868146406,0.9595864661654137,0.03555788975837404,0.9629445693409304,0.9240285764070396,0.6126729138777331,0.585,0.03038461538461545,0.950625,0.6153846153846154,0.20477664750110566,0.12658227848101267,0.0908984413133318,0.58203908190442,0.21748071979434447
Adult Race,no_transform,GPyT_dem_par_in_False,9-21690,0.7955550641309155,0.9708616706257523,0.9805967955313832,0.987781954887218,0.008517274629333493,0.9913773737339572,0.9792646802578846,0.2338241856314145,0.235,0.001291033806957359,0.9945062391193304,0.23370896619304266,0.0725342768686422,0.04746835443037975,0.0291383293742475,0.6196372440744202,0.07660668380462725
Adult Race,no_transform,GPyT_dem_par_in_False_tar_max,9-21690,0.8527200353825741,0.9149474472031501,0.9256210495369692,0.950187969924812,0.029121582052360376,0.9693517672564674,0.9210663878724517,0.6314145470771977,0.615,0.01802302792748656,0.9715286377708978,0.6330230279274865,0.212406015037594,0.13924050632911392,0.08505255279685009,0.6207972144644736,0.224293059125964
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,0-0,0.8518354710305175,0.8953056360027334,0.8996031162722329,0.9323308270676692,0.03879536792844629,0.9583888392380374,0.8935354591392228,0.7068273092369478,0.655,0.05690592846643805,0.9200653819683412,0.7119059284664381,0.25066342326404245,0.1606012658227848,0.1046943639972666,0.6053671744676676,0.2652956298200514
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,1-2410,0.8537151702786377,0.895770964172985,0.8990151403792445,0.9342105263157896,0.041720545482891724,0.9553413879338059,0.8924899808328978,0.7161981258366801,0.685,0.034255267025967595,0.9523739782016348,0.7192552670259676,0.2534276868642193,0.16376582278481014,0.10422903582701508,0.6110782260267735,0.2679948586118252
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,2-4820,0.8568111455108359,0.8928236145911295,0.9025429957371748,0.943609022556391,0.04867959234206798,0.9484112686733462,0.8949294302143229,0.7179830432842481,0.705,0.014255267025967688,0.9801805177111717,0.7192552670259676,0.25121627598407786,0.15901898734177214,0.10717638540887056,0.5973769780391053,0.2661953727506427
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,3-7230,0.8464175143741707,0.9078463115420912,0.8910774658239012,0.9125939849624058,0.02550564204552164,0.9720514900757621,0.8870883429168844,0.7108433734939759,0.665,0.050335619794218515,0.9296335616438356,0.7153356197942186,0.25807164971251656,0.1787974683544304,0.09215368845790894,0.6598881896572429,0.2709511568123393
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,4-9640,0.8499557717823971,0.9043958055383814,0.8909304718506541,0.9116541353383458,0.0245657924214614,0.9730536050139846,0.8870883429168844,0.7255689424364123,0.665,0.06650416462518371,0.9090857334226392,0.7315041646251838,0.2618310482087572,0.17958860759493672,0.09560419446161857,0.6525919509988826,0.2751928020565553
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,5-12050,0.8570322865988501,0.911314714783118,0.9069528149345876,0.9276315789473684,0.024512568666831824,0.9735751032811458,0.9031190102805366,0.7054886211512718,0.68,0.027986281234688826,0.9604705882352942,0.7079862812346889,0.2448031844316674,0.1685126582278481,0.08868528521688196,0.6551866471827378,0.2571979434447301
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,6-14460,0.8550420168067226,0.8874719338778432,0.9072468028810818,0.9464285714285714,0.04644599606701017,0.9509249852876872,0.8999825753615612,0.6965640339134315,0.635,0.06759676629103384,0.9037900976290096,0.7025967662910338,0.2423706324635117,0.14556962025316456,0.11252806612215677,0.5640097836502093,0.2580976863753213
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,7-16870,0.8564794338788146,0.8904721616608636,0.89519329707482,0.9304511278195488,0.04179456744317667,0.9550813941822828,0.8886565603763722,0.7389558232931727,0.69,0.05375306222439991,0.9277272727272726,0.7437530622243999,0.2619416187527643,0.16772151898734178,0.10952783833913636,0.6049482696900876,0.2772493573264781
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,8-19280,0.8554842989827509,0.9153659985031402,0.916654417168896,0.93703007518797,0.024153267381731847,0.9742235942887034,0.9128768078062379,0.6697902721999107,0.65,0.021729544341009262,0.9676513493800146,0.6717295443410093,0.22865988500663426,0.15585443037974686,0.08463400149685985,0.6480745421456069,0.2404884318766067
Adult Race,no_transform,GPyT_dem_par_in_False_tar_0.3,9-21690,0.8508403361344538,0.8882252448667469,0.8985741584595032,0.9407894736842105,0.05004195669518807,0.946808549526793,0.8907475169890224,0.7059348505131637,0.665,0.044946104850563384,0.9366908212560388,0.7099461048505634,0.25121627598407786,0.1550632911392405,0.11177475513325308,0.5811138752713348,0.2668380462724936
